name,id,id_movie
Les Films 13,1742,37335
"Zespól Filmowy ""Kadr""",1829,22257
Nordisk Film,235,35343
Svensk Filmindustri (Sf),6181,35343
Nordisk Tonefilm,8222,35343
Papphammar Produktion,10626,35343
Paramount,6033,17360
Lorimar,6848,17360
Slm Production Group,396,31695
Metro-Goldwyn-Mayer (Mgm),8411,31695
Universal Pictures,33,76397
New Line Cinema,12,40952
Masada Productions,10309,40952
New World Pictures,1950,38849
Bavaria Film,1704,71524
Gaumont International,7961,71524
Rialto Films,8658,71524
Cerito Films,10784,71524
The Australian Film Commission,5186,43279
Central Motion Pictures,25345,43279
Fauna Productions,37434,43279
Intercapital,4986,29743
Twentieth Century Fox Film Corporation,306,41760
Katzka,44428,40219
Warner Bros.,6194,45840
Universal Pictures,33,16363
Rko,5902,16363
Universal Pictures,33,22023
Rko Pictures,4361,22023
Efer Productions,42385,22023
Gaumont,9,171
Gaumont International,7961,171
Production Marcel Dassault,28766,171
Emi Films Ltd.,538,26639
Flower Films,2214,42124
Metro-Goldwyn-Mayer (Mgm),8411,25297
Chai Productions,15189,25297
Cbs Theatrical Films,46410,39274
Poncher-Rosen-Beckman Productions,55395,39274
Guerilla High Productions,12616,11564
Sandcastle 5 Productions,11487,67772
Viacom Enterprises,59051,67772
P.P. Film Polski,1587,4202
Warner Bros.,6194,17590
Anit Film,13031,20787
Fox 2000 Pictures,711,13497
Happy Madison Productions,2608,11852
Touchstone Pictures,9195,11852
Red Om Films,2455,7303
Paramount Pictures,4,201
New Line Cinema,12,2755
Avery Pix,1565,2755
Tesela P.C.,41536,33504
Cineevelyn,4626,21868
Open City Films,547,65684
Contentfilm,1420,65684
Telecinco,1182,10856
Canal+ España,9335,10856
Sociedad General De Cine (Sogecine) S.A.,11954,10856
Gestevisión Telecinco S.A.,23490,10856
Tenerife Film Commission,23491,10856
Next Wednesday Productions,921,99826
Company Pictures,11842,18602
Wingnut Films,11,121
New Line Cinema,12,121
The Saul Zaentz Company,5237,121
China Film Co-Production Corporation,2269,25838
Asian Union Film & Entertainment,30169,25838
Huayi Brothers Advertising,37839,25838
Beijing Zhongbo-Times Film Planning,94943,25838
Cmc Xiandai Trade Co.,94944,25838
40 Acres & A Mule Filmworks,4319,1429
Touchstone Pictures,9195,1429
Fox Searchlight Pictures,43,13435
Mundy Lane Entertainment,2510,13435
Miramax Films,14,3131
Initial Entertainment Group (Ieg),7380,3131
Alberto Grimaldi Productions,7381,3131
Village Roadshow Pictures,79,2642
Castle Rock Entertainment,97,2642
Npv Entertainment,172,2642
Fortis Films,4258,2642
Paramount Pictures,4,14317
Nickelodeon Movies,2348,14317
Paramount Animation,24955,14317
Paramount Pictures,4,11022
Lions Gate Films,35,11022
Cruise/Wagner Productions,44,11022
Epic Productions,1988,24249
Producers Representative Organization,10740,24249
Sarliu/Diamant,20397,24249
Lightning Pictures,4233,9491
Metro-Goldwyn-Mayer (Mgm),8411,9491
Vestron Pictures,12360,9491
Precision Films,49803,9491
Mack-Taylor Productions,58287,9491
Metro-Goldwyn-Mayer (Mgm),8411,2149
The Mirisch Corporation,219,20139
Metro-Goldwyn-Mayer (Mgm),8411,32074
Enigma Productions,7049,19067
Crown International Pictures,1009,53712
United Artists,60,25848
Batjac Productions,2532,25848
Dear Film Produzione,11929,25848
Orion Pictures,41,14931
Tristes Tropiques,3002,14931
Columbia Pictures,5,11317
Imagine Films Entertainment,20743,11317
Columbia Pictures,5,4032
Imagine Entertainment,23,4032
Studio Ghibli,10342,8392
Nibariki,12516,8392
Tokuma Japan Communications Co. Ltd.,12523,8392
United Artists,60,31804
Blood Money Partners Lp,16004,81048
Panoramic Pictures,16005,81048
London Film Productions,659,12232
Paramount Pictures,4,11706
Ponti-De Laurentiis Cinematografica,217,11706
The Where'S Poppa Company,53696,42569
Portreeve,4412,25720
U.K. Productions Entity,20657,25720
Allied Artists Pictures,4928,26946
Los Altos Productions,13751,26946
Film Funding Ltd. Of Canada,3238,16938
Canadian Film Development Corporation (Cfdc),4952,16938
Vision Iv,17468,16938
Famous Players,36555,16938
August Films,43459,16938
Allied Artists Pictures,4928,21143
Security Pictures Ltd.,14308,21143
France 2 Cinéma,83,61578
France 3 Cinéma,591,61578
Les Films Alain Sarde,635,61578
Arts Council Of England,718,61578
Why Not Productions,729,61578
British Screen Productions,12745,61578
Zephyr Films,16923,61578
British Sky Broadcasting (Bskyb),52926,61578
Edward L. Alperson Productions,21732,20424
Terra-Filmkunst Gmbh,619,4561
S.N. Prodis,1137,4561
Dreamz Unlimited,1570,4435
Columbia Pictures Corporation,441,16993
Rastar Pictures,2070,16993
Columbia Pictures,5,21332
Kemp Company,367,640
Splendid Pictures,368,640
Parkes/Macdonald Productions,11084,640
Miramax Films,14,10599
Cecchi Gori Group,5891,10599
Buena Vista International,5892,10599
Miramax Films,14,1574
Producers Circle,734,1574
Storyline Entertainment,8797,1574
Paramount Pictures,4,590
Miramax Films,14,590
Scott Rudin Productions,258,590
Film Council,246,13560
Alliance Atlantis Communications,803,13560
Pathé Pictures International,1178,13560
Aampi Inc.,2771,13560
Bioskop Film,5982,13560
Canadian Film Or Video Production Tax Credit (Cptc),8582,13560
H2O Motion Pictures,11875,13560
Aconit Pictures,52620,13560
Jap Films,52621,13560
Natural Nylon Ii,52622,13560
United Artists Corporation,8213,29339
Hart-Sharp Entertainment,11351,29339
Potboiler Productions,36615,29339
Bac Films,208,423
Canal+Polska,250,423
Heritage Films,260,423
Studio Babelsberg,264,423
Agencja Produkcji Filmowej,266,423
Beverly Detroit,267,423
Filmfernsehfonds Bayern,268,423
Filmboard Berlin-Brandenburg (Fbb),269,423
Mainstream S.A.,271,423
R.P. Productions,355,423
Studiocanal,694,423
Filmförderungsanstalt (Ffa),4247,423
Canal+,5358,423
Interscope Communications,10201,423
Telewizja Polska (Tvp),19150,423
Runteam,31087,423
Cardinal Pictures (Ii),14276,41084
Planet Productions,6562,18773
Helkon Media Ag,2216,16225
Cine Groupe,15546,16225
Das Werk Productions,91006,16225
F.D. Cinematografica,17893,28679
Twentieth Century Fox Film Corporation,306,262
Embassy International Pictures,10214,262
Miramax Films,14,4912
Allied Filmmakers,1755,4912
Mad Chance,1757,4912
Gemini Films,6584,107693
Madragoa Filmes,11143,107693
Light Night,69232,107693
Pandora Cinema,185,23626
Gaylord Films,5367,23626
Parallel Entertainment,19342,23626
Twentieth Century Fox Film Corporation,306,12090
Robert Simonds Productions,3929,12090
Mediastream Dritte Film Gmbh & Co. Beteiligungs Kg,19352,12090
Mr. Kirby Productions,87807,44233
Les Films Du Fleuve,1926,35172
Archipel 35,2695,35172
Radio Télévision Belge Francophone (Rtbf),7466,35172
Apostle,6996,14390
Gold Circle Films,12026,14390
Lemon Sky Productions,13190,14390
Metro-Goldwyn-Mayer (Mgm),8411,9582
David Ladd Films,21447,9582
Castle Rock Entertainment,97,10628
Jerry Bruckheimer Films,130,10628
Warner Bros.,6194,10628
Columbia Pictures,5,11078
Columbia Pictures Corporation,441,77633
China Film Group Corporation (Cfgc),14714,77633
O2 Filmes,345,598
Videofilmes,346,598
Wild Bunch,856,598
Globo Filmes,10954,598
Lumiere,11444,598
Hank Levine Film,11445,598
Lereby Productions,11446,598
Nimbus Film,6142,15842
Rysher Entertainment,11661,24711
Rko Radio Pictures,6,43886
Road Movies Filmproduktion Gmbh,45,11222
Les Films Du Losange,223,11222
Bavaria Film,1704,11222
Westdeutscher Rundfunk (Wdr),7025,11222
Filmverlag Der Autoren,10869,11222
Wim Wenders Productions,27992,11222
Universal Pictures,33,13199
Olmos Productions,8847,13199
Yoy,63240,13199
Orsay Films,2325,8073
Regency Enterprises,508,26393
Warner Bros.,6194,26393
Universal Pictures,33,15278
Pantera Film,1594,1484
Warner Bros.,6194,14667
Paramount Pictures,4,47263
Paramount Pictures,4,18692
Paramount Pictures,4,15734
Hal Wallis Productions,3468,15734
Universal International Pictures (Ui),10330,34148
Orion Pictures,41,20813
Trinacra Films,4765,20813
Warner Bros.,6194,20813
Pan Arts,8792,20813
Orion Pictures,41,53027
Paramount Pictures,4,18894
Paris Film,7046,26252
Orion Pictures,41,24742
Filmways Pictures,1138,19415
Orion Pictures,41,5968
Village Roadshow Pictures,79,10727
Revolution Studios,497,10727
Distant Corners Entertainment Group Inc.,21838,10727
Blue Star Productions,21839,10727
Morningstar Films,21840,10727
Renn Productions,82,9045
Tf1 Films Production,3823,9045
Canal+,5358,9045
K.G Productions,13837,9045
Kc Medien,22182,9045
Katharina,22370,9045
Alive Films,17823,9082
Omega Entertainment,8101,80965
Village Roadshow Pictures,79,14469
Clipsal Films,10566,14469
Columbia Pictures,5,20663
Columbia Pictures Corporation,441,31916
Miramax Films,14,61807
British Broadcasting Corporation (Bbc),3324,61807
American Playhouse,3906,61807
Richard Price,65273,61807
Xenon Pictures,4717,7514
International Films,31400,7514
Walt Disney Production,6470,42645
Warner Bros.,6194,29463
Visual Eyes Productions,8607,29463
Film Development Fund,16275,29463
Crystalite Productions,57818,29463
Walt Disney Productions,3166,42795
Beacon Communications,919,39349
Beacon Pictures,10157,39349
South Street Films,22051,39349
Ghiznoz Productions,89437,39349
Dreamworks Pictures,7293,12253
New Line Cinema,12,9358
Zide-Perry Productions,3169,9358
Birnbaum / Barber Productions,58262,1647
Universal Pictures,33,9027
Studio Canal,5870,9027
Arte France Cinéma,94,125945
Bim Distribuzione,225,125945
Mk2 Productions,9209,125945
R&C Produzioni,19385,125945
Mp Productions,21321,125945
Agav Hafakot,39718,125945
Quixote Films,11949,21189
Low Key Productions,11950,21189
Eastcroft Productions,11951,21189
A Loopy Production Llc,29693,10894
2 Loop Films,29694,10894
Columbia Pictures Corporation,441,28528
Charter Film Productions,8622,34783
Highlight,10,34374
Famous Players Ltd,541,34374
Canadian Film Development Corporation (Cfdc),4952,34374
Warner Bros.,6194,26761
United States Pictures,11276,26761
Hallmark Productions,6435,35185
Cinemabrain,14345,15802
Japan Video Distribution (Jvd) Co. Ltd.,14346,15802
Melsat Inc.,14347,15802
Ryu Murakami Office,14348,15802
Vale Film Productions,8628,39948
Shepperton Productions,17890,39948
Cinegai S.P.A.,2508,8286
Metro-Goldwyn-Mayer (Mgm),8411,65300
Ab Svenska Ord,113,24129
Emi Films Ltd.,538,4193
G.W. Films,1555,4193
Titan Productions,1582,4193
Malpaso Productions,171,10724
The Ladd Company,7965,89571
Cable And Wireless Finance,31235,89571
Slm Production Group,396,32065
Metro-Goldwyn-Mayer (Mgm),8411,32065
Société Nouvelle De Cinématographie,249,11915
Canadian Film Development Corporation (Cfdc),4952,42136
Zoetrope Studios,13349,42136
Mercury Pictures,71238,42136
Malpaso Productions,171,37917
Shakey Pictures,11378,70011
Shelter Films,15784,210092
Nordisk Film,235,29224
Svensk Filmindustri (Sf),6181,29224
Svenska Filminstitutet (Sfi),7446,29224
Nordisk Tonefilm,8222,29224
Papphammar Produktion,10626,29224
Prodekta Ab,10627,29224
Twentieth Century Fox Film Corporation,306,81001
Boardwalk Productions,5771,81001
Golan-Globus Productions,13549,27088
Topcraft,29,10150
Rankin/Bass Productions,688,10150
Incorporated Television Company,1155,10150
Z Films Inc.,6078,20980
Lo Wei Motion Picture Company,8039,16407
Centar Film,15165,29450
Golden Harvest Company,2521,27380
Northshore Investments Ltd.,16379,27380
Orion Pictures,41,8288
Universal Pictures,33,15600
Hand Made Films,12297,52083
Frank Yablans Presentations,4988,124963
Columbia Pictures Corporation,441,11949
Handmade Films,20076,11949
Zdf,21404,42134
Channel Four,47936,42134
Agamemnon Films,4542,79257
Rai Radiotelevisione Italiana,20091,42130
Ager Cinematografica,44400,42130
Gaumont,9,42131
Opera Film Produzione,1549,42131
Zoetrope Studios,13349,41291
Avco Embassy Pictures,494,23942
Guardian Trust Company,542,23942
Rsl Entertainment Corp.,24449,23942
Moviecorp Vi,45300,23942
Paramount Pictures,4,72340
Aaron Russo Productions,3496,72340
Cinesthesia Productions,49393,37997
"Geffen Company, The",4354,27609
Joseph Hamilton International Productions,10778,25872
P.P. Film Polski,1587,127
Films A2,875,14645
Trinacra Films,4765,14645
Les Films Du Splendid,13048,14645
Arkoff International,4705,27726
Larco Productions,17069,27726
Gaumont,9,42135
Albatros Produktion,2592,42135
Planet Film,7011,42135
"Columbia Pictures Corporation, Rastar Pictures",43714,21923
Argos Films,6116,1563
Embassy Pictures Corporation,419,17132
Maran Film,1627,2262
Tango Film,11626,2262
Süddeutscher Rundfunk (Sdr),16814,2262
Rialto Film,29165,2262
Trio Film,33352,2262
Laura Film,67081,2262
Slm Production Group,396,52772
Metro-Goldwyn-Mayer (Mgm),8411,52772
Twentieth Century Fox Film Corporation,306,46925
Lion Share,21357,46925
Paramount Pictures,4,37607
Fulvia Film,13682,30874
Pro-Ject Filmproduktion,1448,30363
Zweites Deutsches Fernsehen (Zdf),4606,30363
Road Movies Filmproduktion,8366,30363
Artificial Eye,11895,30363
V.O. Filmes,23722,30363
Wim Wenders Productions,27992,30363
Gray City,77946,30363
Pari Films,77947,30363
Musidora Films,77948,30363
Film International,77949,30363
The Australian Film Commission,5186,49409
Palm Beach Pictures,73218,49409
United Artists,60,32048
Televisión Española (Tve),6639,48139
Elías Querejeta Producciones Cinematográficas S.L.,12009,48139
Chloë Productions,36783,48139
Golan-Globus Productions,13549,30584
Stephen Weeks Company,90757,30584
The Antria Group (Tag),6276,48313
Columbia Pictures Corporation,441,48249
Sigma Cinematografica Roma,37451,29702
Wescom Productions,10312,30049
Byzantine Productions,60281,30049
United Artists,60,9699
Titan Productions,1582,9699
Blake Edwards,6407,9699
Amjo Productions,23534,9699
Lakeline Productions Ltd.,23541,9699
Morison Film Group,14468,30789
Venom Productions Limited,14469,30789
Paramount Pictures,4,47955
Richmond Light Horse Productions,21858,19322
Varius Entertainment Trading A.G.,21859,19322
Columbia Pictures Corporation,441,31661
Rastar Productions,13945,31661
Cactus Films,2462,52556
Schweizerische Radio- Und Fernsehgesellschaft (Srg),23072,52556
Antenne-2 (A2),45627,52556
Güney Film,71447,52556
Les Films Du Diamant,5685,38219
City Films,10720,23943
Rose Films,20464,23943
Thunder Associates,49131,23943
Paramount Pictures,4,9919
Spyglass Entertainment,158,6038
Touchstone Pictures,9195,6038
Birnbaum / Barber Productions,58262,6038
Jackie Chan Films Limited,58263,6038
All Knight Productions,58264,6038
Twentieth Century Fox Film Corporation,306,9480
Regency Enterprises,508,9480
Epsilon Motion Pictures,1171,9480
New Regency Pictures,10104,9480
Marvel Enterprises,19551,9480
Walt Disney Pictures,2,14873
Walt Disney Television Animation,3475,14873
Walt Disney Animation Australia,3476,14873
Disneytoon Studios,5391,14873
Sony Pictures Classics,58,13132
Epsilon Motion Pictures,1171,1956
Tango Films,32598,1956
My Cactus,32599,1956
Hughes Entertainment,477,12139
Warner Bros. Family Entertainment,3592,12139
Warner Bros.,6194,12139
United Artists,60,118936
Walter Wanger Productions,10096,118936
Cannon Group,1444,18587
City Films,10720,18587
Y & M Productions,49219,18587
United Artists,60,17264
Fildebroc,1405,3426
Mega Film,1406,3426
Paramount-Orion Filmproduktion,1407,3426
Universal Productions France S.A.,1408,3426
Universal Pictures,33,2984
Chaplin Film Productions Ltd.,48755,2984
Channel Four Films,181,33221
Golan-Globus,1445,59201
Golan-Globus,1445,26172
"Mirisch Corporation, The",13219,26173
Golan-Globus,1445,33055
Metro-Goldwyn-Mayer (Mgm),8411,33364
The Samuel Goldwyn Company,8888,33851
Tristar Pictures,559,31598
Carolco Pictures,14723,31598
Metro-Goldwyn-Mayer (Mgm),8411,59401
Arwin Productions,1823,22233
Ross Hunter Productions Inc.,1830,22233
Universal International Pictures (Ui),10330,22233
Arwin Productions,1823,4952
Universal International Pictures (Ui),10330,4952
British Lion Films,632,991
United Artists,60,4911
Intermedia Films,763,4911
Im Filmproduktion,1809,4911
Cosmic Pictures,1810,4911
Metro-Goldwyn-Mayer (Mgm),8411,4911
Alphaville Films,11462,4911
Warner Bros. Pictures,174,16072
Turner Pictures,1765,16072
Antietam Filmworks,17462,16072
Mikona Productions Gmbh & Co. Kg,24,11615
Universal Pictures,33,11615
Intermedia Films,763,11615
Saturn Films,831,11615
Dirty Hands Productions,81128,11615
Dreamworks Skg,27,11635
The Montecito Picture Company,2364,11635
Zentropa Entertainments,76,102
Gold Circle Films,12026,14293
Silver Pictures,1885,10623
Warner Bros.,6194,10623
Téléfilm Canada,806,9613
Capitol Films,826,9613
Canadian Film Or Video Production Tax Credit (Cptc),8582,9613
Metropolitan Films,16419,9613
Grosvenor Park Productions,17449,9613
Odeon Films,22209,9613
Catherine Bailey Ltd.,46694,9613
Artists Independent Network,46695,9613
Zenith Entertainment,3644,42035
Recorded Picture Company (Rpc),11561,42035
Paramount Pictures,4,21867
Capital Equipment Leasing,15125,21867
Arte France Cinéma,94,49680
Israeli Film Fund,4520,49680
Centre National De La Cinématographie (Cnc),18367,49680
Metro-Goldwyn-Mayer (Mgm),8411,6524
Metro-Goldwyn-Mayer (Mgm),8411,11244
Tinsel Townsend,36654,11244
Warner Bros.,6194,35139
Tom Graeff Productions,13941,35139
Incorporated Television Company (Itc),15980,54845
Sbs,948,23834
Sidus Pictures,4983,23834
Shin Seung-Soo Productions,6851,23834
Terasource Venture Capital Co. Ltd,23935,23834
Abbas Kiarostami Productions,2938,14633
Hyde Park Films,1172,10678
Touchstone Pictures,9195,10678
Columbia Pictures,5,9567
Revolution Studios,497,9567
Cheyenne Enterprises,890,9567
Michael Lobell Productions,13473,9567
Eskwad,616,979
Studiocanal,694,979
Wild Bunch,856,979
Les Cinémas De La Zone,1157,979
Nord-Ouest Productions,4176,979
Canal+,5358,979
120 Films,19233,979
Sony Pictures Classics,58,13819
Good Machine,10565,13819
Antidote Films,20993,13819
Mtm Cineteve,740,1591
Bavaria Film,1704,1591
Constantin Film Produktion,5755,1591
Media Cooperation One,24212,1591
Fox Searchlight Pictures,43,455
Kintop Pictures,1490,455
Filmförderung Hamburg,2406,455
Uk Film Council,2452,455
Lakeshore Entertainment,126,10632
Alphaville Films,11462,10632
New Line Cinema,12,10929
Hard Eight Pictures,48772,10929
Muse Productions,15231,12079
Brink Films,18811,12079
Silver Nitrate,23909,12079
Farabi Cinema Foundation,79260,44081
Metro-Goldwyn-Mayer (Mgm),8411,36362
Samuel Bronston Productions,10253,36362
Wdr,46,4762
Bioskop-Film Gmbh,403,4762
Paramount-Orion Filmproduktion,1407,4762
Paramount Pictures,4,18535
Columbia Pictures,5,23159
Universal Pictures,33,27236
Michael Laughlin Enterprises,15747,27236
Paramount Pictures,4,42459
Universal Pictures,33,43261
High Road,3066,15347
Hollywood Pictures,915,44968
United Artists,60,37258
Persky-Bright Productions,624,37258
Winkast Film Productions,13721,37258
Telmar Film International,2551,8996
"Studio Filmowe ""Perspektywa",2553,8996
Paramount Pictures,4,125413
Universal Pictures,33,17729
Touchstone Pictures,9195,12157
Twentieth Century Fox Film Corporation,306,11571
Cooga Mooga,10199,11571
Joseph M. Schenck Enterprises,10200,11571
Hollywood Pictures,915,71142
Silver Screen Partners Iv,10282,71142
Les Films Du Losange,223,10293
Les Films Ariane,7110,10293
Kadokawa Shoten Publishing Co. Ltd.,1194,2671
Omega Project,1195,2671
Channel Four Films,181,45129
Mirabai Films,6235,45129
La Sept Cinéma,16366,45129
Forum Films,20550,45129
Doordarshan,66632,45129
Cadrage,66633,45129
National Film Development Corporation Of India (Nfdc),76348,45129
Universal Pictures,33,42618
Paramount,6033,41164
Brandywine Productions Ltd.,401,66027
Bodega Films,6939,36211
Motion Picture Corporation Of America,2090,9557
Artisan Entertainment,2188,9557
Village Roadshow Pictures,79,6171
Castle Rock Entertainment,97,6171
Npv Entertainment,172,6171
Kasdan Pictures,13040,6171
Wv Films Ii,24939,6171
Walt Disney Pictures,2,13691
Miramax Films,14,11523
Columbia Pictures Corporation,441,14675
Seven Arts Productions,516,2525
Dino De Laurentiis Cinematografica,1216,2525
Thalia Ag,49775,2525
A.M.A. Film,17087,57447
Sandrews,1728,42695
Les Films Raoul Ploquin,9055,49845
Twentieth Century Fox Film Corporation,306,18992
Twentieth Century Fox Film Corporation,306,29912
American Zoetrope,70,28881
Tristar Pictures,559,28881
Office Kitano,567,80243
Lumen Films,6216,80243
Hu Tong Communications,14524,80243
T-Mark,54376,80243
Intermedia Films,763,10782
Krane Entertainment,25358,10782
Paramount Pictures,4,9341
David Foster Productions,496,9341
Horsepower Films,2199,9341
Liveplanet,7161,9341
Core Productions,12213,9341
Munich Film Partners New Century & Company (Mfp) Core Productions,12214,9341
Dreamworks Skg,27,9776
3 Arts Entertainment,36390,9776
Dinovi Pictures,813,10735
Gerber Pictures,975,10735
Gaylord Films,5367,10735
Warner Bros.,6194,10735
Sloane Square Films,67990,10735
Hsi Tomorrow Film,67991,10735
Warner Bros.,6194,12516
Les Films Du Carrosse,53,1675
Pecf,1650,1675
Produzione Intercontinentale Cinematografica (Pic),10460,1675
Columbia Pictures Corporation,441,17057
Santana Pictures Corporation,3248,17057
Columbia Pictures Corporation,441,41938
Island Pictures,20739,79615
Republic Pictures,1432,40718
Winter Gold Productions,14958,42178
Arte,201,203252
Portrait & Cie,15138,203252
Fox Searchlight Pictures,43,6016
Alliance Atlantis Communications,803,6016
Metropolitan Films,16419,6016
Tnvo,21327,6016
New Line Cinema,12,8409
Newman/Tooley Films,16791,8409
Joseph Nittolo Entertainment,21975,8409
"""Dia"" Productions Gmbh & Co. Kg",37103,8409
Fox 2000 Pictures,711,1817
Les Films Alain Sarde,635,284096
Canal+,5358,284096
Arte France Cinéma,6916,284096
Studio Images 7,28476,284096
Bandai Visual Company,528,11299
Tristar Pictures,559,11299
Destination Films,769,11299
Sunrise,3153,11299
Emotion,7122,11299
Bones,11596,11299
Brad Grey Pictures,10958,17995
Sony Pictures Classics,58,21052
Studiocanal,694,21052
Filmcolony,1811,21052
Echo Lake Entertainment,22308,21052
Yleisradio (Yle),5975,7294
Columbia Pictures,5,9506
Revolution Studios,497,9506
Happy Madison Productions,2608,9506
Walt Disney Pictures,2,24982
Walden Media,10221,24982
Earthship Productions,28995,24982
Lionsgate,1632,2662
Spectacle Entertainment Group,10370,2662
Det Danske Filminstitut,118,12093
Memfis Film,321,12093
Film I Väst,17513,12093
Natural Nylon Entertainment,804,42383
Intrinsic Value Films,2828,42383
The 7Th Floor,5708,42383
Robbins Entertainment,87897,42383
Metro-Goldwyn-Mayer (Mgm),8411,11817
Fox 2000 Pictures,711,24621
Castle Rock Entertainment,97,13370
Walt Disney Pictures,2,8326
Chicago Pacific Entertainment,2377,8326
Walden Media,10221,8326
Phoenix Pictures,11317,8326
Karz Entertainment,4194,13411
Big Ticket Productions,4195,13411
Warner Bros.,6194,13411
Bac Films,208,11516
Pandora Filmproduktion,254,11516
Procirep,311,11516
Galatée Films,793,11516
Eurimages,850,11516
Canal+,5358,11516
Westdeutscher Rundfunk (Wdr),7025,11516
Télévision Suisse-Romande (Tsr),8453,11516
Wanda Visión S.A.,10046,11516
Conseil Régional De Franche-Comté,11402,11516
Eyescreen S.R.L.,12012,11516
France 2 Cinéma,15671,11516
Les Productions De La Guéville,17873,11516
Centre National De La Cinématographie (Cnc),18367,11516
M&M Productions,1789,10180
Abc Pictures,634,994
Ab-Pt Pictures Corp.,14046,66918
Universal Pictures,33,10514
Admire Productions Ltd.,19765,14237
Coral Productions,19766,14237
Triumph Films,23098,14237
Anglo Enterprises,10326,1714
Vineyard Film Ltd.,10327,1714
Universal Pictures,33,9930
Mirage Enterprises,932,9930
Northern Lights Entertainment,8816,9930
Orion Pictures,41,32083
Metro-Goldwyn-Mayer (Mgm),8411,107569
3Mark Entertainment,3208,16651
Handmade Films Ltd.,146,57565
Columbia Pictures,5,108553
Castle Rock Entertainment,97,108553
Nelson Entertainment,365,108553
Metro-Goldwyn-Mayer (Mgm),8411,12661
Warner Bros.,6194,29355
Hawn / Sylbert Movie Company,16368,29355
Universal Pictures,33,24961
Motown Productions,2730,24961
Hollywood Pictures,915,31633
Orly Films,354,20978
Dd Productions,1524,20978
Film Par Film,3620,20978
Tf1 Films Production,3823,20978
Paravision International S.A.,8700,20978
Touchstone Pictures,9195,47762
Silver Screen Partners Iv,10282,47762
Samuel Goldwyn Company,798,47329
Touchstone Pictures,9195,47329
Cinerenta Medienbeteiligungs Kg,995,10743
Lionsgate,1632,10743
Ignite Entertainment,4131,10743
Konrad Pictures,85,2832
Columbia Pictures Corporation,441,2832
Buena Vista International,5892,31459
Metro-Goldwyn-Mayer (Mgm),8411,31459
Furthur Films,33433,31459
Family Films,53870,31459
Greenstreet Productions,53871,31459
Blitz / Welch,76719,16636
Walt Disney Pictures,2,18736
Teen Life Productions,89603,18736
Twentieth Century Fox Film Corporation,306,36658
Donners' Company,431,36658
Bad Hat Harry Productions,9168,36658
Marvel Enterprises,19551,36658
Xm2 Productions,79026,36658
Xf2 Canada Productions,79027,36658
Fox Searchlight Pictures,43,20689
Vía Digital,357,20689
Lolafilms S.A.,1025,20689
Mr. Mudd Production,2130,20689
Antena 3 Televisión,11737,20689
Alliance Atlantis Communications,803,15394
Natural Nylon Entertainment,804,15394
Téléfilm Canada,806,15394
Astral Media,2743,15394
Canadian Film Or Video Production Tax Credit (Cptc),8582,15394
Ontario Film And Television Tax Credit (Ofttc),54606,15394
Columbia Pictures,5,10708
Revolution Studios,497,10708
Davis Entertainment,1302,10708
Rhône-Alpes Cinéma,1666,22016
Zoulou Films,4722,22016
Tubedale Films,37071,22016
Fcc,37074,22016
Studiocanal,694,22958
Usa Films,987,22958
Pretty Pictures,8875,22958
Working Title Films,10163,22958
Tla Releasing,328,15850
Stolen Car Productions,19494,251053
Ex-Bo Productions,19495,251053
Asduesdon,19496,251053
Zentropa Entertainments,76,10989
Liberator Productions,11239,10989
Filmhuset As,17593,10989
Troika Entertainment Gmbh,28053,10989
Embassy Films,40870,1816
"Feuer And Martin Production, A",67888,1816
Polygram Pictures,67889,1816
Orion Pictures,41,17667
Tristar Pictures,559,17464
Cannon Films,4110,17464
Metro-Goldwyn-Mayer (Mgm),8411,15259
Golan-Globus Productions,13549,15259
Studio Ghibli,10342,10515
Cannon Films,4110,117269
Film And Television Corporation,93636,117269
United Artists,60,21024
Paramount Pictures,4,42792
Embassy Pictures,44730,42792
Metro-Goldwyn-Mayer (Mgm),8411,43232
Sol C. Siegel Productions,14092,43232
Wallis-Hazen,87385,22201
Metro-Goldwyn-Mayer (Mgm),8411,11424
Metro-Goldwyn-Mayer (Mgm),8411,34857
Village Roadshow Pictures,79,604
Npv Entertainment,172,604
Heineken Branded Entertainment,375,604
Silver Pictures,1885,604
Warner Bros.,6194,604
Canadian Broadcasting Corporation (Cbc),12113,55616
Dracula Productions Inc.,94410,55616
Vonnie Von Helmolt Film,94411,55616
Regency Enterprises,508,10720
Fox 2000 Pictures,711,10720
Epsilon Motion Pictures,1171,10720
Mediastream Dritte Film,2522,10720
Jinks/Cohen Company,2721,10720
Westdeutscher Rundfunk (Wdr),7025,51230
Bayerischer Rundfunk (Br),7333,51230
Hanfgarn & Ufer Film Und Tv Produktion,24283,51230
Loop Filmworks,62350,51230
Winstar Film + Video,62351,51230
Mate Producciones S.A.,732,1555
4 Kids Entertainment,34231,33875
Universal Pictures,33,310
Spyglass Entertainment,158,310
Shady Acres Entertainment,159,310
Pit Bull Productions,160,310
Warner Bros. Pictures,174,5146
Franchise Pictures,1403,5146
Pixar Animation Studios,3,12
De Line Pictures,2609,9654
Working Title Films,10163,9654
Summit Entertainment,491,9902
Newmarket Capital Group,506,9902
Regency Enterprises,508,9902
Constantin Film Produktion,5755,9902
Stan Winston Studio,24211,9902
Media Cooperation One,24212,9902
Dcp Wrong Turn Productions,53350,9902
Mikona Productions Gmbh & Co. Kg,24,584
Universal Pictures,33,584
Original Film,333,584
